"Day","Usd","Market_Cap","Btc","Volume","Heighs","Lows"
"616","46.8719","4251694368","0.0399202","122441000","50.91","46.31"
"617","47.6317","4322046323","0.0401255","48978800","50.05","46.76"
"618","48.7774","4427494540","0.0412368","55870000","49.57","47.18"
"619","48.3175","4387229597","0.0407474","36507500","49.14","48.19"
"620","50.5907","4595181478","0.0418199","77518800","48.75","48.05"
"621","50.8194","4617482852","0.0420837","53467200","51.03","48.3"
"622","48.8684","4441678511","0.0397618","99091100","50.95","47.26"
"623","49.0333","4458155950","0.0401471","54405600","49.99","48.13"
"624","48.6882","4428245318","0.0400212","40072400","49.66","48.14"
"625","48.389","4402502648","0.0395726","38320400","48.74","48.17"
"626","50.104","4560045677","0.0409169","55313400","48.89","48.17"
"627","49.9819","4550450954","0.039736","40255300","50.18","48.87"
"628","52.4477","4776505397","0.0407887","80577800","50.3","49.81"
"629","58.59","5337608571","0.0445531","221874000","53.44","49.91"
"630","64.479","5876011410","0.0491632","284767000","62.17","52.29"
"631","70.4043","6418076649","0.0533621","182798000","70.85","62.13"
"632","71.7681","6544484171","0.0542256","118415000","71.9","66.78"
"633","76.9247","7016967949","0.0545534","384073000","79.02","68.35"
"634","77.9965","7117040392","0.0536763","276797000","82.52","73.09"
"635","80.051","7306881471","0.054623","146568000","79.35","74.38"
"636","89.9966","8217325282","0.0572458","253529000","80.1","75.76"
"637","99.136","9054787855","0.0630809","388480000","97.56","79.43"
"638","94.0171","8590014016","0.0605001","217162000","103.23","92.22"
"639","96.764","8843856018","0.0619639","134332000","97.88","90.95"
"640","93.1722","8518327610","0.0562363","262977000","98.24","89.87"
"641","89.146","8152879748","0.049295","315949000","95.14","89.51"
"642","88.4985","8096287169","0.0499008","161960000","93.06","80.39"
"643","90.4664","8279018322","0.0488794","137941000","92.85","85.29"
"644","91.3386","8361573443","0.0517338","136899000","102.55","88.48"
"645","88.6388","8117037090","0.0517763","117787000","93.12","88.66"
"646","89.9829","8242690051","0.0504708","64098600","93.81","86.66"
"647","93.0359","8524999100","0.0545411","148982000","91.25","89.61"
"648","90.3108","8277849633","0.0517423","153234000","95.43","86.83"
"649","90.1621","8266756424","0.0493413","184996000","93.56","89.12"
"650","94.3087","8649628446","0.0506319","186154000","91.27","84.43"
"651","117.655","10794218067","0.0604994","416074000","97.37","89.84"
"652","128.898","11829387818","0.0652873","478224000","133.56","97.05"
"653","140.911","12935870894","0.069632","396951000","133.64","124.7"
"654","186.887","17161988098","0.0845949","1178430000","159.03","125.89"
"655","182.896","16800635439","0.0811429","745227000","201.75","152.47"
"656","193.231","17755613907","0.0811522","495470000","183.55","169.93"
"657","202.696","18631216440","0.0754772","946994000","228.37","182.45"
"658","181.111","16652347455","0.0748775","848118000","210.98","170.51"
"659","160.934","14801862233","0.0765292","1334050000","193.69","150.28"
"660","158.899","14619264325","0.0759391","755119000","166.95","120.44"
"661","185.937","17112336498","0.0821203","502175000","179.94","157.6"
"662","205.547","18923162471","0.0912137","1277530000","197.13","164.53"
"663","229.831","21165551677","0.0999725","1596730000","233.71","189.29"
"664","222.204","20469433076","0.0936801","878890000","236.97","215.57"
"665","221.122","20375770988","0.0918289","510669000","236.22","214.48"
"666","222.939","20549295146","0.0878105","447562000","229.41","219.58"
"667","248.037","22869485584","0.0983271","683489000","225.97","219.42"
"668","248.003","22873147512","0.0950998","503630000","250.41","223.98"
"669","260.683","24049800786","0.0940066","663387000","249.47","243.05"
"670","259.866","23981658822","0.092319","480072000","267.51","246.84"
"671","257.089","23732656262","0.0940041","434682000","264.67","254.04"
"672","275.873","25474295421","0.0974443","445431000","262.25","253.97"
"673","315.373","29130530122","0.109526","1093900000","282.76","261.75"
"674","341.219","31527538218","0.115217","1879700000","350.26","282.01"
"675","373.309","34502993575","0.141381","2139530000","353.01","318.17"
"676","391.513","36196531213","0.143086","2254440000","414.76","341.16"
"677","369.031","34128461499","0.144739","1141110000","411.18","370.06"
"678","333.499","30851903653","0.143079","2232210000","399.32","342.21"
"679","371.358","34364643872","0.148662","1453320000","364.44","300.7"
"680","373.975","34617470542","0.14971","840045000","373.06","341.42"
"681","377.562","34960376940","0.151146","957815000","379.41","364.0"
"682","371.813","34438685264","0.148844","699034000","390.58","368.84"
"683","376.359","34869897056","0.150664","698552000","377.12","369.76"
"684","338.292","31351916026","0.135425","1256450000","377.97","350.94"
"685","340.326","31549313241","0.136239","1340270000","361.34","319.48"
"686","340.811","31603312607","0.125079","692830000","342.03","330.62"
"687","334.167","30995939385","0.127114","580741000","348.01","334.99"
"688","321.283","29809370027","0.124362","813944000","343.62","322.09"
"689","262.385","24351731987","0.108947","1726200000","332.79","284.65"
"690","301.789","28022989653","0.119607","2213090000","311.46","238.65"
"691","315.543","29309336105","0.125598","2009590000","293.09","227.14"
"692","305.518","28386347237","0.121646","1066150000","333.1","276.41"
"693","282.877","26290312937","0.114613","1119280000","330.71","297.37"
"694","269.758","25078312330","0.112055","968622000","315.17","288.44"
"695","288.076","26789026855","0.112297","1064890000","293.75","268.62"
"696","284.342","26449434469","0.109029","640059000","295.51","262.52"
"697","264.446","24605882591","0.10309","814956000","291.1","281.18"
"698","272.236","25336353969","0.105748","754613000","287.39","273.11"
"699","253.318","23582255005","0.101094","531064000","275.13","261.45"
"700","245.791","22890082093","0.0974097","822449000","278.48","265.51"
"701","244.27","22754969529","0.0964091","598428000","273.94","244.17"
"702","227.169","21167737658","0.0919434","506744000","273.48","236.55"
"703","205.316","19136410288","0.0865371","1657880000","255.1","242.14"
"704","216.768","20210685743","0.0915595","1108140000","243.07","196.97"
"705","207.185","19322208844","0.0884297","881684000","220.29","183.39"
"706","196.211","18303397331","0.0898199","734737000","230.77","189.59"
"707","179.123","16713662486","0.0875958","825702000","231.81","200.06"
"708","149.804","13981549486","0.0794501","1401940000","211.1","187.37"
"709","182.349","17023366012","0.0845978","1531310000","200.16","170.66"
"710","241.041","22508424932","0.102368","2611270000","172.01","133.72"
"711","209.875","19603236126","0.0923819","2505250000","194.75","158.04"
"712","227.079","21215694000","0.0832135","2311540000","267.99","182.06"
"713","215.402","20129966141","0.0817671","1164020000","245.65","191.75"
"714","229.22","21426800525","0.0811238","583224000","233.9","203.22"
"715","228.593","21373783431","0.0824668","718085000","235.12","213.01"
"716","223.949","20944948014","0.0813134","453743000","232.7","216.87"
"717","201.758","18874506774","0.0788071","1013120000","231.68","217.72"
"718","202.372","18936918862","0.0813716","757371000","227.54","222.45"
"719","204.229","19115651078","0.0772502","385860000","225.32","195.84"
"720","195.675","18319835817","0.0710493","574223000","210.77","194.78"
"721","196.862","18435763587","0.0724327","691231000","206.44","201.26"
"722","199.856","18721109157","0.0733166","706559000","204.9","192.3"
"723","202.154","18941282253","0.0709717","531844000","208.68","179.65"
"724","225.711","21153358113","0.0826507","1561990000","208.54","196.15"
"725","220.291","20650056111","0.0821427","701146000","203.87","193.41"
"726","225.094","21104993205","0.0809702","552921000","227.74","204.69"
"727","222.63","20878733245","0.0785946","546929000","229.51","218.12"
"728","249.049","23361642585","0.0775146","1234700000","228.29","219.89"
"729","267.89","25134698639","0.082559","1491910000","227.62","222.06"
"730","267.197","25075443441","0.0795079","998565000","256.51","221.95"
"731","297.456","27921614317","0.0870051","1454110000","271.05","252.85"
"732","301.518","28309378463","0.0898656","2615230000","271.96","256.69"
"733","302.084","28369076708","0.0879564","1182740000","298.91","266.8"
"734","301.145","28287464963","0.0835146","877842000","318.72","276.69"
"735","308.636","28997881790","0.0813385","1196700000","306.59","289.93"
"736","296.363","27851262316","0.0728103","1357270000","309.21","294.5"
"737","299.659","28167615260","0.0699484","886468000","317.56","307.9"
"738","287.568","27037463692","0.069973","1041870000","310.82","289.31"
"739","301.199","28325898242","0.0693308","970298000","306.81","296.41"
"740","304.577","28650379067","0.0701474","905233000","300.41","279.33"
"741","293.025","27570310696","0.0735781","882081000","303.41","285.38"
"742","296.306","27885721199","0.0717106","911909000","311.03","300.25"
"743","297.089","27965957017","0.0722848","548824000","307.96","292.5"
"744","326.064","30700867524","0.0812458","2398340000","301.67","286.18"
"745","313.197","29463329321","0.0765022","1433200000","301.43","291.58"
"746","316.627","29826592404","0.0767924","814242000","347.05","297.23"
"747","323.112","30444811445","0.0762517","679190000","327.36","297.91"
"748","332.719","31356348400","0.0764939","792970000","324.21","314.54"
"749","332.854","31375266102","0.0765675","549397000","327.96","317.08"
"750","340.292","32082718391","0.0780255","562338000","336.4","325.8"
"751","345.592","32588785514","0.0792428","902121000","334.99","327.92"
"752","371.792","35066461646","0.0804621","1174090000","347.89","334.36"
"753","379.244","35776462198","0.0829136","1372330000","352.05","338.41"
"754","383.488","36184279891","0.080921","717386000","373.76","347.79"
"755","386.834","36507316479","0.0794194","861845000","388.75","361.97"
"756","340.872","32176103698","0.0749497","1421650000","386.14","376.35"
"757","345.317","32602100340","0.0750807","1019010000","390.04","383.47"
"758","308.55","29136777094","0.0703414","1831540000","389.35","328.1"
"759","312.877","29551326962","0.07023","1536990000","366.49","332.23"
"760","331.323","31299856087","0.0717201","1102070000","347.13","279.94"
"761","330.701","31247548978","0.0711984","726432000","318.57","268.29"
"762","299.543","28309257124","0.069258","1097650000","334.66","313.49"
"763","294.598","27847524811","0.0680664","538803000","333.52","319.94"
"764","290.671","27481843368","0.0679381","692214000","329.64","285.16"
"765","293.915","27794073912","0.0697362","575567000","299.89","287.22"
"766","286.907","27137126756","0.0698101","748663000","294.76","268.97"
"767","280.112","26499731587","0.0716284","921990000","300.69","286.69"
"768","228.058","21579609288","0.0685921","1301720000","311.19","287.23"
"769","254.642","24100054166","0.0683259","1918550000","291.12","260.61"
"770","244.171","23113755917","0.066472","698078000","280.84","213.91"
"771","255.053","24148788552","0.0683486","438253000","258.65","195.03"
"772","295.768","28009379202","0.0717033","1140840000","262.59","238.22"
"773","282.431","26751829245","0.0721079","635040000","257.0","235.24"
"774","284.456","26949095615","0.0729665","422855000","293.5","252.23"
"775","261.813","24808962660","0.0716393","616009000","295.77","274.48"
"776","262.569","24884722496","0.0731169","419915000","290.89","278.05"
"777","286.215","27130062712","0.0757234","459058000","286.61","255.02"
"778","282.775","26808363925","0.0767129","568605000","270.54","256.22"
"779","292.858","27768629326","0.0744373","479377000","286.17","261.12"
"780","287.883","27301261423","0.0737765","349248000","292.95","278.13"
"781","304.452","28877265882","0.0727118","550459000","293.51","281.88"
"782","299.787","28439317419","0.0714536","495011000","293.75","287.02"
"783","292.037","27708431371","0.0699426","540112000","308.01","286.82"
"784","301.681","28627952464","0.0692563","339527000","307.2","295.47"
"785","301.734","28637546745","0.0686552","304111000","299.92","279.77"
"786","298.506","28335686116","0.0679192","336285000","303.96","291.11"
"787","292.042","27726530369","0.0677633","319591000","303.19","295.06"
"788","292.793","27802340672","0.0694145","257989000","302.92","294.58"
"789","294.99","28015497649","0.0683642","252629000","300.11","288.13"
"790","308.402","29293885006","0.0706192","329266000","299.39","290.89"
"791","311.854","29626443422","0.0698525","333859000","298.04","288.84"
"792","307.821","29248005661","0.0671569","295203000","308.84","294.95"
"793","296.085","28137388177","0.0612943","559589000","313.13","304.98"
"794","302.604","28761582633","0.0635331","360932000","312.54","308.03"
"795","303.513","28852687451","0.0629449","260499000","309.31","288.19"
"796","302.401","28751641368","0.055565","542289000","306.15","293.17"
"797","336.841","32031299538","0.0598687","1285870000","304.39","299.1"
"798","342.717","32595316994","0.0587326","529047000","309.15","303.29"
"799","336.505","32009766670","0.0590325","623765000","348.6","299.66"
"800","332.953","31677298269","0.0576204","709664000","347.98","334.7"
"801","314.736","29950454365","0.0571132","508727000","342.72","320.43"
"802","312.914","29783442390","0.0563831","601128000","349.35","332.04"
"803","308.97","29414342619","0.0540195","348164000","333.48","311.79"
"804","303.355","28886015916","0.0506749","397719000","317.24","290.64"
"805","300.963","28664310954","0.0499857","406827000","316.71","305.83"
"806","294.057","28012572928","0.0493963","326847000","311.44","303.49"
"807","283.911","27051847877","0.0490813","492843000","303.93","291.77"
"808","298.7","28467126541","0.0540314","672864000","305.5","292.81"
"809","297.488","28357616927","0.0520607","324954000","295.75","277.57"
"810","296.795","28297539775","0.0503774","266537000","311.96","282.66"
"811","297.787","28398232593","0.0510478","260046000","301.85","290.72"
"812","296.689","28299591962","0.051802","263634000","301.07","295.22"
"813","305.042","29102521943","0.0495992","553928000","299.26","294.06"
"814","307.271","29321359967","0.0500681","327838000","300.36","293.58"
"815","306.401","29244652975","0.0478186","374596000","313.75","296.38"
"816","291.332","27812282066","0.0432096","568862000","310.5","304.35"
"817","290.226","27712594224","0.0415439","906859000","310.55","305.88"
"818","303.853","29019941339","0.0430714","632378000","306.4","290.58"
"819","299.894","28647905921","0.0409064","407612000","293.91","281.17"
"820","295.967","28278856960","0.0400469","338350000","308.31","287.69"
"821","298.075","28486304796","0.0423789","585670000","305.48","295.8"
"822","294.306","28132122093","0.0414644","537074000","301.37","295.12"
"823","308.3","29476019977","0.0415365","972896000","305.42","293.72"
"824","318.98","30503590143","0.0444671","888997000","304.84","290.77"
"825","299.621","28658465273","0.0453443","885055000","318.7","293.1"
"826","311.568","29807562448","0.0494077","833921000","329.45","307.06"
"827","307.756","29449072042","0.0523158","1632160000","324.72","294.54"
"828","317.176","30356962436","0.0482389","1027590000","319.45","298.19"
"829","338.248","32380543076","0.0504212","1082940000","319.15","298.51"
"830","333.144","31898779424","0.0458175","709691000","328.42","307.02"
"831","329.442","31550966957","0.0415081","803967000","340.18","316.76"
"832","330.201","31630368088","0.043564","614861000","340.91","329.81"
"833","348.212","33362738390","0.0447511","649705000","336.16","323.61"
"834","353.74","33899613547","0.0440331","1172440000","334.96","327.52"
"835","367.586","35234009311","0.044592","816531000","349.62","327.69"
"836","363.08","34809493648","0.0444047","945306000","371.29","344.74"
"837","383.45","36770297124","0.0463924","834346000","372.14","353.29"
"838","411.533","39471652573","0.0509702","1869510000","372.47","350.69"
"839","477.534","45811772378","0.0581609","2285240000","381.42","360.15"
"840","461.626","44295038987","0.052677","1398790000","425.55","376.09"
"841","470.827","45187597797","0.0500135","1192710000","480.97","402.76"
"842","480.104","46087725065","0.0493023","1388700000","485.19","461.05"
"843","480.362","46122243094","0.0482121","1381240000","472.72","451.61"
"844","445.921","42824489194","0.0448469","2807740000","493.4","468.49"
"845","442.997","42552717228","0.0440579","1837650000","482.48","466.35"
"846","469.581","45115901907","0.0428779","1249100000","522.31","425.07"
"847","465.952","44776615407","0.0423921","930253000","465.5","401.24"
"848","467.581","44942684898","0.0413452","998723000","472.61","428.31"
"849","472.034","45380393200","0.0405951","1004950000","476.24","456.65"
"850","461.069","44335739644","0.0390379","1257410000","482.81","451.85"
"851","421.671","40555970455","0.0298826","2014470000","474.78","453.31"
"852","427.118","41088803454","0.0244674","2101580000","473.56","457.66"
"853","457.486","44019539997","0.0282011","2292250000","462.71","420.21"
"854","464.225","44677510459","0.0318803","1952350000","441.4","414.41"
"855","453.23","43628571303","0.0294251","1443950000","466.06","422.37"
"856","510.85","49185567139","0.0303245","1942950000","504.15","456.25"
"857","652.557","62842721749","0.037398","5094900000","472.79","429.51"
"858","721.283","69476144301","0.0438501","4581570000","516.97","439.1"
"859","672.565","64797466858","0.0395306","3713010000","657.32","504.49"
"860","696.059","67075464446","0.0392553","2736390000","747.99","597.8"
"861","711.899","68616340576","0.0367948","2238200000","753.12","664.99"
"862","711.724","68614040156","0.0381456","2059560000","697.13","621.06"
"863","789.045","76084384251","0.041809","3239780000","718.38","680.79"
"864","761.583","73451984583","0.0464618","3998150000","735.83","696.24"
"865","821.313","79229699958","0.0495143","3722310000","803.93","689.23"
"866","812.538","78399854833","0.0523307","3536110000","881.94","785.34"
"867","679.731","65599588231","0.049638","5008970000","845.06","756.0"
"868","714.575","68977049305","0.0493734","2489670000","880.54","792.69"
"869","721.346","69645590283","0.0516545","2398490000","827.68","543.76"
"870","763.946","73773690493","0.0545269","2422500000","763.89","679.73"
"871","780.0","75340442408","0.0491652","2204490000","721.77","614.92"
"872","751.848","72636656517","0.0496542","2047580000","782.52","698.87"
"873","743.432","71838774879","0.051454","2403370000","786.79","760.93"
"874","741.634","71680186714","0.0520129","2667720000","789.25","738.41"
"875","723.378","69930669847","0.055977","3205780000","763.32","701.19"
"876","747.521","72279879533","0.0541421","2517380000","770.12","729.61"
"877","797.4","77119030150","0.0574979","2733980000","753.82","685.23"
"878","903.975","87443648209","0.0606876","5882810000","760.35","710.12"
"879","958.275","92717429027","0.0631029","5127880000","782.53","742.0"
"880","989.097","95716368528","0.0655697","6510440000","914.83","772.35"
"881","1003.71","97155464771","0.0596483","6747100000","974.47","868.45"
"882","1053.54","102000889022","0.0613195","4714840000","1045.08","946.09"
"883","1213.92","117554209937","0.0746713","5910600000","1075.39","956.33"
"884","1171.22","113443380213","0.0775154","8355560000","1060.71","994.62"
"885","1284.81","124472197989","0.0900794","7990280000","1153.17","1043.01"
"886","1327.8","128664678960","0.0894533","9674000000","1266.93","1016.05"
"887","1132.68","109781447923","0.0858679","6949850000","1320.98","1145.49"
"888","1281.67","124248799953","0.0907721","5201840000","1417.38","1226.6"
"889","1377.72","133588759230","0.095779","5672090000","1337.3","1135.17"
"890","1389.18","134728863762","0.100433","4940690000","1296.04","1120.09"
"891","1262.48","122466582462","0.0944519","4768700000","1432.88","1270.47"
"892","1019.89","98953373618","0.0904603","8339400000","1400.56","1286.21"
"893","1003.25","97362172158","0.0913432","8242210000","1390.59","1290.6"
"894","1052.61","102173921640","0.0916019","5941200000","1292.63","875.54"
"895","1057.62","102681882068","0.0903616","4096310000","1090.23","780.92"
"896","1134.55","110163982060","0.0896324","4107590000","1100.31","967.76"
